bioguide,twitter,name,first,last,gender,birthday,source,congress,chamber,state,district,senate_class,party,term_start,term_end,congress_start,congress_end,overlap_start,overlap_end
M001163,DorisMatsui,Doris O. Matsui,Doris,Matsui,F,1944-09-25,current,117,house,CA,6,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001165,,Kevin McCarthy,Kevin,McCarthy,M,1965-01-26,historical,117,house,CA,23,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001177,RepMcClintock,Tom McClintock,Tom,McClintock,M,1956-07-10,current,117,house,CA,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001166,,Jerry McNerney,Jerry,McNerney,M,1951-06-18,historical,117,house,CA,9,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
N000179,,Grace F. Napolitano,Grace,Napolitano,F,1936-12-04,historical,117,house,CA,32,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
N000181,,Devin Nunes,Devin,Nunes,M,1973-10-01,historical,117,house,CA,22,,Republican,2021-01-03,2022-01-03,2021-01-03,2023-01-03,2021-01-03,2022-01-03
O000019,JayObernolte,Jay Obernolte,Jay,Obernolte,M,1970-08-18,current,117,house,CA,8,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000613,RepJimmyPanetta,Jimmy Panetta,Jimmy,Panetta,M,1969-10-01,current,117,house,CA,20,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000197,SpeakerPelosi,Nancy Pelosi,Nancy,Pelosi,F,1940-03-26,current,117,house,CA,12,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000608,RepScottPeters,Scott H. Peters,Scott,Peters,M,1958-06-17,current,117,house,CA,52,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000618,,Katie Porter,Katie,Porter,F,1974-01-03,historical,117,house,CA,45,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
R000486,,Lucille Roybal-Allard,Lucille,Roybal-Allard,F,1941-06-12,historical,117,house,CA,40,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
R000599,RepRaulRuizMD,Raul Ruiz,Raul,Ruiz,M,1972-08-25,current,117,house,CA,36,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001150,SenAdamSchiff,Adam B. Schiff,Adam,Schiff,M,1960-06-22,current,117,house,CA,28,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S000344,BradSherman,Brad Sherman,Brad,Sherman,M,1954-10-24,current,117,house,CA,30,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001175,,Jackie Speier,Jackie,Speier,F,1950-05-14,historical,117,house,CA,14,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001135,,Michelle Steel,Michelle,Steel,F,1955-06-21,historical,117,house,CA,48,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001193,RepSwalwell,Eric Swalwell,Eric,Swalwell,M,1980-11-16,current,117,house,CA,15,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001156,RepLindaSanchez,Linda T. Sánchez,Linda,Sánchez,F,1969-01-28,current,117,house,CA,38,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
T000472,RepMarkTakano,Mark Takano,Mark,Takano,M,1960-12-10,current,117,house,CA,41,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
T000460,RepThompson,Mike Thompson,Mike,Thompson,M,1951-01-24,current,117,house,CA,5,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
T000474,NormaJTorres,Norma J. Torres,Norma,Torres,F,1965-04-04,current,117,house,CA,35,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
V000129,RepDavidValadao,David G. Valadao,David,Valadao,M,1977-04-14,current,117,house,CA,21,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
V000130,RepJuanVargas,Juan Vargas,Juan,Vargas,M,1961-03-07,current,117,house,CA,51,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000187,RepMaxineWaters,Maxine Waters,Maxine,Waters,F,1938-08-15,current,117,house,CA,43,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B000825,RepBoebert,Lauren Boebert,Lauren,Boebert,F,1986-12-15,current,117,house,CO,3,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001297,,Ken Buck,Ken,Buck,M,1959-02-16,historical,117,house,CO,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001121,RepJasonCrow,Jason Crow,Jason,Crow,M,1979-03-15,current,117,house,CO,6,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000197,RepDianaDeGette,Diana DeGette,Diana,DeGette,F,1957-07-29,current,117,house,CO,1,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
L000564,,Doug Lamborn,Doug,Lamborn,M,1954-05-24,historical,117,house,CO,5,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
N000191,RepJoeNeguse,Joe Neguse,Joe,Neguse,M,1984-05-13,current,117,house,CO,2,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000593,,Ed Perlmutter,Ed,Perlmutter,M,1953-05-01,historical,117,house,CO,7,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001069,RepJoeCourtney,Joe Courtney,Joe,Courtney,M,1953-04-06,current,117,house,CT,2,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000216,RosaDeLauro,Rosa L. DeLauro,Rosa,DeLauro,F,1943-03-02,current,117,house,CT,3,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H001081,RepJahanaHayes,Jahana Hayes,Jahana,Hayes,F,1973-03-08,current,117,house,CT,5,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H001047,jahimes,James A. Himes,James,Himes,M,1966-07-05,current,117,house,CT,4,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
L000557,RepJohnLarson,John B. Larson,John,Larson,M,1948-07-22,current,117,house,CT,1,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
N000147,EleanorNorton,Eleanor Holmes Norton,Eleanor,Norton,F,1937-06-13,current,117,house,DC,0,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001303,SenLBR,Lisa Blunt Rochester,Lisa,Blunt Rochester,F,1962-02-10,current,117,house,DE,0,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001257,RepGusBilirakis,Gus M. Bilirakis,Gus,Bilirakis,M,1963-02-08,current,117,house,FL,12,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001260,VernBuchanan,Vern Buchanan,Vern,Buchanan,M,1951-05-08,current,117,house,FL,16,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001039,RepKatCammack,Kat Cammack,Katherine,Cammack,F,1988-02-16,current,117,house,FL,3,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001066,USRepKCastor,Kathy Castor,Kathy,Castor,F,1966-08-20,current,117,house,FL,14,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001127,,Sheila Cherfilus-McCormick,Sheila,Cherfilus-McCormick,F,1979-01-25,current,117,house,FL,20,,Democrat,2022-01-18,2023-01-03,2021-01-03,2023-01-03,2022-01-18,2023-01-03
C001111,,Charlie Crist,Charlie,Crist,M,1956-07-24,historical,117,house,FL,13,,Democrat,2021-01-03,2022-08-31,2021-01-03,2023-01-03,2021-01-03,2022-08-31
D000627,,Val Butler Demings,Val,Demings,F,1957-03-12,historical,117,house,FL,10,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000610,,Theodore E. Deutch,Theodore,Deutch,M,1966-05-07,historical,117,house,FL,22,,Democrat,2021-01-03,2022-09-30,2021-01-03,2023-01-03,2021-01-03,2022-09-30
D000600,MarioDB,Mario Diaz-Balart,Mario,Diaz-Balart,M,1961-09-25,current,117,house,FL,25,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000032,RepDonaldsPress,Byron Donalds,Byron,Donalds,M,1978-10-28,current,117,house,FL,19,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000628,DrNealDunnFL2,Neal P. Dunn,Neal,Dunn,M,1953-02-16,current,117,house,FL,2,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
F000462,RepLoisFrankel,Lois Frankel,Lois,Frankel,F,1948-05-16,current,117,house,FL,21,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
F000472,RepFranklin,Scott Franklin,C.,Franklin,M,1964-08-23,current,117,house,FL,15,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
G000578,,Matt Gaetz,Matt,Gaetz,M,1982-05-07,historical,117,house,FL,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
G000593,RepCarlos,Carlos A. Gimenez,Carlos,Gimenez,M,1954-01-17,current,117,house,FL,26,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H000324,,Alcee L. Hastings,Alcee,Hastings,M,1936-09-05,historical,117,house,FL,20,,Democrat,2021-01-03,2021-04-06,2021-01-03,2023-01-03,2021-01-03,2021-04-06
L000586,,"Al Lawson, Jr.",Al,Lawson,M,1948-09-23,historical,117,house,FL,5,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001199,RepBrianMast,Brian J. Mast,Brian,Mast,M,1980-07-10,current,117,house,FL,18,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001202,,Stephanie N. Murphy,Stephanie,Murphy,F,1978-09-16,historical,117,house,FL,7,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000599,,Bill Posey,Bill,Posey,M,1947-12-18,historical,117,house,FL,8,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
R000609,RepRutherfordFL,John H. Rutherford,John,Rutherford,M,1952-09-02,current,117,house,FL,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S000168,RepMariaSalazar,Maria Elvira Salazar,Maria,Salazar,F,1961-11-01,current,117,house,FL,27,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001200,RepDarrenSoto,Darren Soto,Darren,Soto,M,1978-02-25,current,117,house,FL,9,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001214,RepGregSteube,W. Gregory Steube,W.,Steube,M,1978-05-19,current,117,house,FL,17,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000823,,Michael Waltz,Michael,Waltz,M,1974-01-31,historical,117,house,FL,6,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000797,RepDWStweets,Debbie Wasserman Schultz,Debbie,Wasserman Schultz,F,1966-09-27,current,117,house,FL,23,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000806,RepWebster,Daniel Webster,Daniel,Webster,M,1949-04-27,current,117,house,FL,11,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000808,RepWilson,Frederica S. Wilson,Frederica,Wilson,F,1942-11-05,current,117,house,FL,24,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
A000372,RepRickAllen,Rick W. Allen,Rick,Allen,M,1951-11-07,current,117,house,GA,12,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B000490,SanfordBishop,"Sanford D. Bishop, Jr.",Sanford,Bishop,M,1947-02-04,current,117,house,GA,2,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001312,,Carolyn Bourdeaux,Carolyn,Bourdeaux,F,1970-06-03,historical,117,house,GA,7,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001103,RepBuddyCarter,"Earl L. ""Buddy"" Carter",Earl,Carter,M,1957-09-06,current,117,house,GA,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001116,Rep_Clyde,Andrew S. Clyde,Andrew,Clyde,M,1963-11-22,current,117,house,GA,9,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
F000465,,A. Drew Ferguson IV,A.,Ferguson,M,1966-11-15,historical,117,house,GA,3,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
G000596,,Marjorie Taylor Greene,Marjorie,Greene,F,1974-05-27,historical,117,house,GA,14,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H001071,,Jody B. Hice,Jody,Hice,M,1960-04-22,historical,117,house,GA,10,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
J000288,RepHankJohnson,"Henry C. ""Hank"" Johnson, Jr.",Henry,Johnson,M,1954-10-02,current,117,house,GA,4,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
L000583,RepLoudermilk,Barry Loudermilk,Barry,Loudermilk,M,1963-12-22,current,117,house,GA,11,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001208,RepLucyMcBath,Lucy McBath,Lucy,McBath,F,1960-06-01,current,117,house,GA,6,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001189,AustinScottGA08,Austin Scott,Austin,Scott,M,1969-12-10,current,117,house,GA,8,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001157,RepDavidScott,David Scott,David,Scott,M,1945-06-27,current,117,house,GA,13,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000788,RepNikema,Nikema Williams,Nikema,Williams,F,1978-07-30,current,117,house,GA,5,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001204,,Michael F. Q. San Nicolas,Michael,San Nicolas,M,1981-01-30,historical,117,house,GU,0,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001055,RepEdCase,Ed Case,Ed,Case,M,1952-09-27,current,117,house,HI,1,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
K000396,,Kaiali’i Kahele,Kaialiʻi,Kahele,M,1974-03-28,historical,117,house,HI,2,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
A000378,,Cynthia Axne,Cynthia,Axne,F,1965-04-20,historical,117,house,IA,3,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
F000446,RepFeenstra,Randy Feenstra,Randy,Feenstra,M,1969-01-14,current,117,house,IA,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H001091,RepAshleyHinson,Ashley Hinson,Ashley,Hinson,F,1983-06-27,current,117,house,IA,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001215,RepMMM,Mariannette Miller-Meeks,Mariannette,Miller-Meeks,F,1955-09-06,current,117,house,IA,2,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
F000469,RepRussFulcher,Russ Fulcher,Russ,Fulcher,M,1973-07-19,current,117,house,ID,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001148,CongMikeSimpson,Michael K. Simpson,Michael,Simpson,M,1950-09-08,current,117,house,ID,2,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001295,RepBost,Mike Bost,Mike,Bost,M,1960-12-30,current,117,house,IL,12,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001286,,Cheri Bustos,Cheri,Bustos,F,1961-10-17,historical,117,house,IL,17,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001117,RepCasten,Sean Casten,Sean,Casten,M,1971-11-23,current,117,house,IL,6,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000096,RepDannyDavis,Danny K. Davis,Danny,Davis,M,1941-09-06,current,117,house,IL,7,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
D000619,,Rodney Davis,Rodney,Davis,M,1970-01-05,historical,117,house,IL,13,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
F000454,RepBillFoster,Bill Foster,Bill,Foster,M,1955-10-07,current,117,house,IL,11,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
G000586,RepChuyGarcia,"Jesús G. ""Chuy"" García",Jesús,García,M,1956-04-12,current,117,house,IL,4,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
K000385,RepRobinKelly,Robin L. Kelly,Robin,Kelly,F,1956-04-30,current,117,house,IL,2,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
K000378,,Adam Kinzinger,Adam,Kinzinger,M,1978-02-27,historical,117,house,IL,16,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
K000391,CongressmanRaja,Raja Krishnamoorthi,Raja,Krishnamoorthi,M,1973-07-19,current,117,house,IL,8,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
L000585,RepLaHood,Darin LaHood,Darin,LaHood,M,1968-07-05,current,117,house,IL,18,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001211,RepMaryMiller,Mary E. Miller,Mary,Miller,F,1959-08-27,current,117,house,IL,15,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
N000192,,Marie Newman,Marie,Newman,F,1964-04-13,historical,117,house,IL,3,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
Q000023,RepMikeQuigley,Mike Quigley,Mike,Quigley,M,1958-10-17,current,117,house,IL,5,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
R000515,,Bobby L. Rush,Bobby,Rush,M,1946-11-23,historical,117,house,IL,1,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001145,JanSchakowsky,Janice D. Schakowsky,Janice,Schakowsky,F,1944-05-26,current,117,house,IL,9,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S001190,RepSchneider,Bradley Scott Schneider,Bradley,Schneider,M,1961-08-20,current,117,house,IL,10,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
U000040,RepUnderwood,Lauren Underwood,Lauren,Underwood,F,1986-10-04,current,117,house,IL,14,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001307,RepJimBaird,James R. Baird,James,Baird,M,1945-06-04,current,117,house,IN,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001299,RepJimBanks,Jim Banks,Jim,Banks,M,1979-07-16,current,117,house,IN,3,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001275,,Larry Bucshon,Larry,Bucshon,M,1962-05-31,historical,117,house,IN,8,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001072,RepAndreCarson,André Carson,André,Carson,M,1974-10-16,current,117,house,IN,7,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H001074,,Trey Hollingsworth,Trey,Hollingsworth,M,1983-09-12,historical,117,house,IN,9,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001214,RepMrvan,Frank J. Mrvan,Frank,Mrvan,M,1969-04-16,current,117,house,IN,1,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
P000615,,Greg Pence,Greg,Pence,M,1956-11-14,historical,117,house,IN,6,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
S000929,RepSpartz,Victoria Spartz,Victoria,Spartz,F,1978-10-06,current,117,house,IN,5,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
W000813,,Jackie Walorski,Jackie,Walorski,F,1963-08-17,historical,117,house,IN,2,,Republican,2021-01-03,2022-08-03,2021-01-03,2023-01-03,2021-01-03,2022-08-03
Y000067,RepRudyYakym,Rudy Yakym III,Rudy,Yakym,M,1984-02-24,current,117,house,IN,2,,Republican,2022-11-14,2023-01-03,2021-01-03,2023-01-03,2022-11-14,2023-01-03
D000629,RepDavids,Sharice Davids,Sharice,Davids,F,1980-05-22,current,117,house,KS,3,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
E000298,RepRonEstes,Ron Estes,Ron,Estes,M,1956-07-19,current,117,house,KS,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
L000266,,Jake LaTurner,Jacob,LaTurner,M,1988-02-17,historical,117,house,KS,2,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M000871,RepMann,Tracey Mann,Tracey,Mann,M,1976-12-17,current,117,house,KS,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
B001282,RepAndyBarr,Andy Barr,Garland,Barr,M,1973-07-24,current,117,house,KY,6,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001108,RepJamesComer,James Comer,James,Comer,M,1972-08-19,current,117,house,KY,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
G000558,RepGuthrie,Brett Guthrie,Brett,Guthrie,M,1964-02-18,current,117,house,KY,2,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
M001184,RepThomasMassie,Thomas Massie,Thomas,Massie,M,1971-01-13,current,117,house,KY,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
R000395,RepHalRogers,Harold Rogers,Harold,Rogers,M,1937-12-31,current,117,house,KY,5,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
Y000062,,John A. Yarmuth,John,Yarmuth,M,1947-11-04,historical,117,house,KY,3,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
C001125,RepTroyCarter,Troy A. Carter,Troy,Carter,M,1963-10-26,current,117,house,LA,2,,Democrat,2021-05-11,2023-01-03,2021-01-03,2023-01-03,2021-05-11,2023-01-03
G000577,,Garret Graves,Garret,Graves,M,1972-01-31,historical,117,house,LA,6,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
H001077,RepClayHiggins,Clay Higgins,Clay,Higgins,M,1961-08-24,current,117,house,LA,3,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
J000299,RepMikeJohnson,Mike Johnson,Mike,Johnson,M,1972-01-30,current,117,house,LA,4,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
L000595,RepJuliaLetlow,Julia Letlow,Julia,Letlow,F,1981-03-16,current,117,house,LA,5,,Republican,2021-04-14,2023-01-03,2021-01-03,2023-01-03,2021-04-14,2023-01-03
R000588,,Cedric L. Richmond,Cedric,Richmond,M,1973-09-13,historical,117,house,LA,2,,Democrat,2021-01-03,2021-01-15,2021-01-03,2023-01-03,2021-01-03,2021-01-15
S001176,SteveScalise,Steve Scalise,Steve,Scalise,M,1965-10-06,current,117,house,LA,1,,Republican,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
A000148,RepAuchincloss,Jake Auchincloss,Jake,Auchincloss,M,1988-01-29,current,117,house,MA,4,,Democrat,2021-01-03,2023-01-03,2021-01-03,2023-01-03,2021-01-03,2023-01-03
